Origin,OriginCode,Destination,DestinationCode,Country,FLight_Path,Flight_Time,Departure Date,Return Date,Duration,Stops,Flight_Name,Img_URL,Price
Quetta,UET,Chicago,ORD,Pakistan - United States,UET-ORD,6:05pm - 8:40am,5/10/2023,5/14/2023,48h 35m (2 stops),9h in Islamabad (ISB) � 20h in Abu Dhabi (AUH),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,995 "
Quetta,UET,Chicago,ORD,Pakistan - United States,UET-ORD,1:20pm - 8:40am,5/10/2023,5/14/2023,29h 20m (2 stops),4h in Karachi (KHI) � 7h in Abu Dhabi (AUH),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,215 "
Islamabad,ISB,Toronto,YYZ,Pakistan - Canada,ISB-YYZ,8:30am - 11:14pm,5/10/2023,5/15/2023,23h 44m (2 stops),2h 5m in London (LHR) � 2h 21m in Chicago (ORD),British Airways � British Airways 5359 operated by REPUBLIC AIRWAYS AS AMERICAN EAGLE FOR AMERICAN AIRLINES,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/BA_sq.svg,"$1,748 "
Islamabad,ISB,Toronto,YYZ,Pakistan - Canada,ISB-YYZ,8:30am - 11:51pm,5/10/2023,5/15/2023,24h 21m (2 stops),2h 50m in London (LHR) � 2h 30m in New York (JFK),British Airways � British Airways 1740 operated by REPUBLIC AIRWAYS AS AMERICAN EAGLE FOR AMERICAN AIRLINES,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/BA_sq.svg,"$1,748 "
Islamabad,ISB,Toronto,YYZ,Pakistan - Canada,ISB-YYZ,9:20am - 8:05am,5/10/2023,5/15/2023,31h 45m (1 stop),14h 25m in Dubai (DXB),Air Canada � Air Canada 7571 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$1,809 "
Islamabad,ISB,Vancouver,YVR,Pakistan - Canada,ISB-YVR,8:30am - 11:49pm,5/10/2023,5/15/2023,51h 19m (2 stops),20h 20m in London (LHR) � 11h 20m in Seattle (SEA),British Airways � British Airways 7575 operated by SKYWEST AIRLINES AS ALASKASKYWEST FOR ALASKA AIRLINES,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/BA_sq.svg,"$2,277 "
Islamabad,ISB,Vancouver,YVR,Pakistan - Canada,ISB-YVR,9:20am - 11:59pm,5/10/2023,5/15/2023,50h 39m (2 stops),14h 25m in Dubai (DXB) � 13h 55m in Toronto (YYZ),Air Canada � Air Canada 7571 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$2,312 "
Islamabad,ISB,Vancouver,YVR,Pakistan - Canada,ISB-YVR,3:35am - 3:39pm,5/10/2023,5/15/2023,24h 4m (2 stops),2h 40m in Doha (DOH) � 2h 10m in Seattle (SEA),Multiple airlines � Alaska Airlines 3317 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,331 "
Islamabad,ISB,Montreal,YUL,Pakistan - Canada,ISB-YUL,1:55pm - 3:05pm,5/10/2023,5/15/2023,34h 10m (2 stops),8h 10m in Dubai (DXB) � 7h 30m in Paris (CDG),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,205 "
Islamabad,ISB,Montreal,YUL,Pakistan - Canada,ISB-YUL,1:10am - 3:05pm,5/10/2023,5/15/2023,46h 55m (2 stops),20h 55m in Dubai (DXB) � 7h 30m in Paris (CDG),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,205 "
Islamabad,ISB,Montreal,YUL,Pakistan - Canada,ISB-YUL,9:20am - 2:17pm,5/10/2023,5/15/2023,37h 57m (2 stops),14h 25m in Dubai (DXB) � 4h 55m in Toronto (YYZ),Air Canada � Air Canada 7571 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$2,286 "
Islamabad,ISB,Edmonton,YEG,Pakistan - Canada,ISB-YEG,9:20am - 5:05pm,5/10/2023,5/15/2023,42h 45m (2 stops),14h 25m in Dubai (DXB) � 6h 45m in Toronto (YYZ),Air Canada � Air Canada 7571 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$2,309 "
Islamabad,ISB,Edmonton,YEG,Pakistan - Canada,ISB-YEG,9:20am - 6:45pm,5/10/2023,5/15/2023,44h 25m (2 stops),14h 25m in Dubai (DXB) � 8h 25m in Toronto (YYZ),Air Canada � Air Canada 7571 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$2,309 "
Islamabad,ISB,Edmonton,YEG,Pakistan - Canada,ISB-YEG,9:20am - 10:00pm,5/10/2023,5/15/2023,47h 40m (2 stops),14h 25m in Dubai (DXB) � 11h 40m in Toronto (YYZ),Air Canada � Air Canada 7571 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$2,309 "
Islamabad,ISB,Quebec City,YQB,Pakistan - Canada,ISB-YQB,9:20am - 4:56pm,5/10/2023,5/15/2023,40h 36m (2 stops),14h 25m in Dubai (DXB) � 7h 25m in Toronto (YYZ),"Air Canada � Air Canada 7571 operated by Emirates, Air Canada 1952 operated by AIR CANADA ROUGE",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$1,981 "
Islamabad,ISB,Quebec City,YQB,Pakistan - Canada,ISB-YQB,9:20am - 8:21pm,5/10/2023,5/15/2023,44h 1m (2 stops),14h 25m in Dubai (DXB) � 10h 50m in Toronto (YYZ),"Air Canada � Air Canada 7571 operated by Emirates, Air Canada 1954 operated by AIR CANADA ROUGE",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$1,981 "
Islamabad,ISB,Quebec City,YQB,Pakistan - Canada,ISB-YQB,9:20am - 9:21pm,5/10/2023,5/15/2023,45h 1m (2 stops),14h 25m in Dubai (DXB) � 11h 50m in Toronto (YYZ),"Air Canada � Air Canada 7571 operated by Emirates, Air Canada 1956 operated by AIR CANADA ROUGE",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$1,981 "
Islamabad,ISB,Winnipeg,YWG,Pakistan - Canada,ISB-YWG,9:20am - 11:40am,5/10/2023,5/15/2023,36h 20m (2 stops),14h 25m in Dubai (DXB) � 1h 55m in Toronto (YYZ),Air Canada � Air Canada 7571 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$1,927 "
Islamabad,ISB,Winnipeg,YWG,Pakistan - Canada,ISB-YWG,9:20am - 8:45am,5/10/2023,5/15/2023,57h 25m (2 stops),14h 25m in Dubai (DXB) � 23h in Toronto (YYZ),Air Canada � Air Canada 7571 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$1,927 "
Islamabad,ISB,Winnipeg,YWG,Pakistan - Canada,ISB-YWG,9:20am - 2:36pm,5/10/2023,5/15/2023,39h 16m (2 stops),14h 25m in Dubai (DXB) � 4h 55m in Toronto (YYZ),Air Canada � Air Canada 7571 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$2,142 "
Islamabad,ISB,Riyadh,RUH,Pakistan - Saudi Arabia,ISB-RUH,7:30pm - 9:45pm,5/10/2023,5/15/2023,28h 15m (1 stop),23h 5m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$449 
Islamabad,ISB,Jeddah,JED,Pakistan - Saudi Arabia,ISB-JED,7:30pm - 4:10pm,5/10/2023,5/15/2023,22h 40m (1 stop),16h 30m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$458 
Islamabad,ISB,Jeddah,JED,Pakistan - Saudi Arabia,ISB-JED,4:25am - 4:10pm,5/10/2023,5/15/2023,13h 45m (1 stop),7h 35m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$496 
Islamabad,ISB,Dammam,DMM,Pakistan - Saudi Arabia,ISB-DMM,7:30pm - 3:15am,5/10/2023,5/15/2023,9h 45m (1 stop),5h in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$439 
Islamabad,ISB,Dammam,DMM,Pakistan - Saudi Arabia,ISB-DMM,7:30pm - 9:40pm,5/10/2023,5/15/2023,28h 10m (1 stop),23h 25m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$439 
Islamabad,ISB,Dammam,DMM,Pakistan - Saudi Arabia,ISB-DMM,4:25am - 3:15am,5/10/2023,5/15/2023,24h 50m (1 stop),20h 5m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$449 
Islamabad,ISB,Dubai,DXB,Pakistan - United Arab Emirates,ISB-DXB,7:30pm - 2:05am,5/10/2023,5/15/2023,7h 35m (1 stop),2h 15m in Abu Dhabi (AUH),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$362 
Islamabad,ISB,Dubai,DXB,Pakistan - United Arab Emirates,ISB-DXB,7:30pm - 3:05am,5/10/2023,5/15/2023,8h 35m (1 stop),3h 15m in Abu Dhabi (AUH),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$362 
Islamabad,ISB,Dubai,DXB,Pakistan - United Arab Emirates,ISB-DXB,10:00pm - 3:15pm,5/10/2023,5/15/2023,18h 15m (1 stop),14h in Karachi (KHI),Pakistan International Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/PK_sq.svg,$394 
Islamabad,ISB,Manchester,MAN,Pakistan - United Kingdom,ISB-MAN,4:00pm - 7:45am,5/10/2023,5/15/2023,19h 45m (2 stops),4h 35m in Karachi (KHI) � 3h 15m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$926 
Islamabad,ISB,Manchester,MAN,Pakistan - United Kingdom,ISB-MAN,7:30pm - 6:55am,5/10/2023,5/15/2023,15h 25m (1 stop),4h 20m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$932 
Islamabad,ISB,Manchester,MAN,Pakistan - United Kingdom,ISB-MAN,4:25am - 6:55am,5/10/2023,5/15/2023,30h 30m (1 stop),19h 25m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$942 
Islamabad,ISB,Los Angeles,LAX,Pakistan - United States,ISB-LAX,12:40pm - 8:07pm,5/10/2023,5/15/2023,43h 27m (2 stops),18h 35m in London (LHR) � 3h 35m in Seattle (SEA),Virgin Atlantic � Virgin Atlantic 4104 operated by Delta,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/VS_sq.svg,"$1,552 "
Islamabad,ISB,Los Angeles,LAX,Pakistan - United States,ISB-LAX,12:40pm - 10:00am,5/10/2023,5/15/2023,33h 20m (2 stops),2h 40m in London (LHR) � 7h 40m in New York (JFK),Virgin Atlantic � Virgin Atlantic 4835 operated by Delta,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/VS_sq.svg,"$1,641 "
Islamabad,ISB,Los Angeles,LAX,Pakistan - United States,ISB-LAX,12:40pm - 8:04pm,5/10/2023,5/15/2023,43h 24m (2 stops),15h 45m in London (LHR) � 4h 40m in New York (JFK),Virgin Atlantic � Virgin Atlantic 2894 operated by Delta,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/VS_sq.svg,"$1,641 "
Karachi,KHI,Vancouver,YVR,Pakistan - Canada,KHI-YVR,4:35pm - 4:05pm,5/10/2023,5/15/2023,35h 30m (2 stops),7h 5m in Dubai (DXB) � 9h 40m in Amsterdam (AMS),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,498 "
Karachi,KHI,Vancouver,YVR,Pakistan - Canada,KHI-YVR,4:00am - 5:04pm,5/10/2023,5/15/2023,25h 4m (2 stops),3h 5m in Doha (DOH) � 3h 35m in Seattle (SEA),Multiple airlines � Alaska Airlines 3400 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,573 "
Karachi,KHI,Vancouver,YVR,Pakistan - Canada,KHI-YVR,4:00am - 5:04pm,5/10/2023,5/15/2023,25h 4m (2 stops),3h 5m in Doha (DOH) � 3h 35m in Seattle (SEA),Qatar Airways � Qatar Airways 2099 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,584 "
Karachi,KHI,Edmonton,YEG,Pakistan - Canada,KHI-YEG,5:55am - 2:51pm,5/10/2023,5/15/2023,43h 56m (2 stops),4h 25m in Istanbul (IST) � 19h 45m in Seattle (SEA),Multiple airlines � Alaska Airlines 2542 operated by HORIZON AIR AS ALASKAHORIZON,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,831 "
Karachi,KHI,Edmonton,YEG,Pakistan - Canada,KHI-YEG,4:00am - 2:51pm,5/10/2023,5/15/2023,45h 51m (2 stops),3h 5m in Doha (DOH) � 23h 30m in Seattle (SEA),Multiple airlines � Alaska Airlines 2542 operated by HORIZON AIR AS ALASKAHORIZON,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,897 "
Karachi,KHI,Edmonton,YEG,Pakistan - Canada,KHI-YEG,2:45am - 3:45pm,5/10/2023,5/15/2023,48h 0m (2 stops),5h 10m in Dubai (DXB) � 21h 15m in Los Angeles (LAX),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,948 "
Karachi,KHI,Halifax,YHZ,Pakistan - Canada,KHI-YHZ,10:30pm - 4:25pm,5/10/2023,5/15/2023,25h 55m (2 stops),2h 15m in Dubai (DXB) � 5h 15m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,981 "
Karachi,KHI,Halifax,YHZ,Pakistan - Canada,KHI-YHZ,10:30pm - 4:25pm,5/10/2023,5/15/2023,25h 55m (2 stops),2h 15m in Dubai (DXB) � 5h 15m in Toronto (YYZ),Air Canada � Air Canada 7573 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$1,981 "
Karachi,KHI,Halifax,YHZ,Pakistan - Canada,KHI-YHZ,10:30pm - 7:15pm,5/10/2023,5/15/2023,28h 45m (2 stops),2h 15m in Dubai (DXB) � 8h 5m in Toronto (YYZ),Air Canada � Air Canada 7573 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$1,981 "
Karachi,KHI,Quebec City,YQB,Pakistan - Canada,KHI-YQB,10:30pm - 10:51pm,5/10/2023,5/15/2023,33h 21m (2 stops),2h 15m in Dubai (DXB) � 13h 20m in Toronto (YYZ),"Air Canada � Air Canada 7573 operated by Emirates, Air Canada 1958 operated by AIR CANADA ROUGE",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$1,781 "
Karachi,KHI,Quebec City,YQB,Pakistan - Canada,KHI-YQB,4:35pm - 10:51pm,5/10/2023,5/15/2023,39h 16m (2 stops),8h 10m in Dubai (DXB) � 13h 20m in Toronto (YYZ),Multiple airlines � Air Canada 1958 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,791 "
Karachi,KHI,Quebec City,YQB,Pakistan - Canada,KHI-YQB,11:30am - 10:51pm,5/10/2023,5/15/2023,44h 21m (2 stops),13h 10m in Dubai (DXB) � 13h 20m in Toronto (YYZ),Multiple airlines � Air Canada 1958 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,791 "
Karachi,KHI,Winnipeg,YWG,Pakistan - Canada,KHI-YWG,2:45am - 4:00pm,5/10/2023,5/15/2023,47h 15m (2 stops),5h 10m in Dubai (DXB) � 20h 15m in Los Angeles (LAX),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,895 "
Karachi,KHI,Winnipeg,YWG,Pakistan - Canada,KHI-YWG,10:30pm - 11:40am,5/10/2023,5/15/2023,23h 10m (2 stops),2h 15m in Dubai (DXB) � 1h 55m in Toronto (YYZ),Air Canada � Air Canada 7573 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$1,972 "
Karachi,KHI,Winnipeg,YWG,Pakistan - Canada,KHI-YWG,5:55am - 11:22am,5/10/2023,5/15/2023,39h 27m (2 stops),5h in Istanbul (IST) � 15h 35m in Montreal (YUL),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,104 "
Karachi,KHI,Riyadh,RUH,Pakistan - Saudi Arabia,KHI-RUH,6:40am - 10:55am,5/10/2023,5/15/2023,6h 15m (1 stop),2h 15m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$354 
Karachi,KHI,Riyadh,RUH,Pakistan - Saudi Arabia,KHI-RUH,6:40am - 3:00pm,5/10/2023,5/15/2023,10h 20m (1 stop),6h 20m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$354 
Karachi,KHI,Riyadh,RUH,Pakistan - Saudi Arabia,KHI-RUH,6:40am - 5:00pm,5/10/2023,5/15/2023,12h 20m (1 stop),8h 20m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$354 
Karachi,KHI,Jeddah,JED,Pakistan - Saudi Arabia,KHI-JED,4:00am - 11:05am,5/10/2023,5/15/2023,9h 5m (1 stop),4h 10m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$386 
Karachi,KHI,Jeddah,JED,Pakistan - Saudi Arabia,KHI-JED,4:00am - 4:10pm,5/10/2023,5/15/2023,14h 10m (1 stop),9h 15m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$386 
Karachi,KHI,Jeddah,JED,Pakistan - Saudi Arabia,KHI-JED,6:40pm - 4:10pm,5/10/2023,5/15/2023,23h 30m (1 stop),18h 35m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$386 
Karachi,KHI,London,LHR,Pakistan - United Kingdom,KHI-LHR,6:40pm - 6:45pm,5/10/2023,5/15/2023,28h 5m (1 stop),18h 35m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$827 
Karachi,KHI,London,LHR,Pakistan - United Kingdom,KHI-LHR,5:55am - 3:55pm,5/10/2023,5/15/2023,14h 0m (1 stop),4h 5m in Istanbul (IST),Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,$833 
Karachi,KHI,London,LHR,Pakistan - United Kingdom,KHI-LHR,5:55am - 4:45pm,5/10/2023,5/15/2023,14h 50m (1 stop),5h 5m in Istanbul (IST),Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,$833 
Karachi,KHI,Manchester,MAN,Pakistan - United Kingdom,KHI-MAN,6:40pm - 6:55am,5/10/2023,5/15/2023,16h 15m (1 stop),6h 25m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$769 
Karachi,KHI,Manchester,MAN,Pakistan - United Kingdom,KHI-MAN,4:00am - 6:55am,5/10/2023,5/15/2023,30h 55m (1 stop),21h 5m in Abu Dhabi (AUH),Etihad Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,$769 
Karachi,KHI,Manchester,MAN,Pakistan - United Kingdom,KHI-MAN,6:40am - 7:15am,5/10/2023,5/15/2023,28h 35m (1 stop),18h 45m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$810 
Karachi,KHI,New York,JFK,Pakistan - United States,KHI-JFK,5:55am - 11:20am,5/10/2023,5/15/2023,38h 25m (1 stop),21h 50m in Istanbul (IST),Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,"$1,148 "
Karachi,KHI,New York,JFK,Pakistan - United States,KHI-JFK,5:55am - 5:50pm,5/10/2023,5/15/2023,20h 55m (1 stop),4h 20m in Istanbul (IST),Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,"$1,200 "
Karachi,KHI,New York,JFK,Pakistan - United States,KHI-JFK,12:10pm - 9:00am,5/10/2023,5/15/2023,29h 50m (2 stops),8h 25m in Muscat (MCT) � 3h 25m in Cairo (CAI),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,242 "
Karachi,KHI,Los Angeles,LAX,Pakistan - United States,KHI-LAX,5:55am - 4:55pm,5/10/2023,5/15/2023,23h 0m (1 stop),3h 30m in Istanbul (IST),Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,"$1,306 "
Karachi,KHI,Los Angeles,LAX,Pakistan - United States,KHI-LAX,12:10pm - 1:00pm,5/10/2023,5/15/2023,36h 50m (2 stops),13h in Muscat (MCT) � 3h 25m in Frankfurt (FRA),Multiple airlines � United 8845 operated by Lufthansa,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,456 "
Karachi,KHI,Los Angeles,LAX,Pakistan - United States,KHI-LAX,12:10pm - 3:20pm,5/10/2023,5/15/2023,39h 10m (2 stops),1h 15m in Muscat (MCT) � 17h 20m in Munich (MUC),Multiple airlines � United 8860 operated by Lufthansa,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,456 "
Lahore,LHE,Montreal,YUL,Pakistan - Canada,LHE-YUL,9:00am - 3:10pm,5/10/2023,5/15/2023,39h 10m (2 stops),14h in Dubai (DXB) � 6h 40m in Z�rich (ZRH),Multiple airlines � Swiss International Air Lines 86 operated by Edelweiss Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,222 "
Lahore,LHE,Montreal,YUL,Pakistan - Canada,LHE-YUL,9:00am - 4:05pm,5/10/2023,5/15/2023,40h 5m (2 stops),13h 35m in Dubai (DXB) � 8h 35m in Frankfurt (FRA),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,501 "
Lahore,LHE,Montreal,YUL,Pakistan - Canada,LHE-YUL,9:00am - 11:45am,5/10/2023,5/15/2023,35h 45m (2 stops),13h 35m in Dubai (DXB) � 4h 10m in Frankfurt (FRA),Multiple airlines � Lufthansa 6794 operated by Air Canada,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,626 "
Lahore,LHE,Calgary,YYC,Pakistan - Canada,LHE-YYC,3:30am - 8:51pm,5/10/2023,5/15/2023,52h 21m (3 stops),4h 5m in Dubai (DXB) � 1h 50m in Milan (MXP) � 22h 30m in New York (JFK),Emirates � Emirates 4653 operated by WestJet,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,925 "
